customer_id,customer_name,segment,lifetime_orders,lifetime_value,lifetime_profit,lifetime_units,avg_discount,first_order,last_order,distinct_products,avg_order_value,profit_margin,tenure_days,recency_days,is_repeat,is_high_value,r_score,f_score,m_score,rfm_score,rfm_segment
TH-21115,Thea Hudgings,Corporate,4,2942.772,-252.5539,29,0.23333333333333334,2015-09-23,2018-11-02,9,735.693,-8.582176940653234,1136,59,True,False,3,2,4,9,Potential
LT-17110,Liz Thompson,Consumer,8,2936.252,320.973,63,0.24642857142857144,2015-06-01,2018-11-26,14,367.0315,10.93138463592362,1274,35,True,False,4,4,4,12,Loyal
BC-11125,Becky Castell,Home Office,9,2933.676,251.5974,60,0.1111111111111111,2015-07-06,2018-06-11,18,325.964,8.576182236893235,1071,203,True,False,2,5,4,11,Loyal
JK-16120,Julie Kriz,Home Office,10,2932.484,122.6566,49,0.20588235294117646,2015-11-02,2018-09-04,17,293.2484,4.182686077741601,1037,118,True,False,2,5,4,11,Loyal
SW-20455,Shaun Weien,Consumer,7,2921.544,793.6548,18,0.1111111111111111,2016-06-22,2018-07-21,9,417.3634285714285,27.165594630784273,759,163,True,False,2,4,4,10,Loyal
ML-17410,Maris LaWare,Consumer,6,2921.5,-76.17550000000003,51,0.16666666666666666,2015-11-14,2018-11-06,15,486.9166666666667,-2.6074105767585154,1088,55,True,False,3,3,4,10,Loyal
RD-19585,Rob Dowd,Consumer,10,2912.8940000000002,734.5158,73,0.03157894736842106,2015-04-02,2018-07-03,19,291.2894,25.216015412850584,1188,181,True,False,2,5,4,11,Loyal
CY-12745,Craig Yedwab,Corporate,8,2900.026,60.64670000000001,43,0.2,2015-12-12,2018-10-31,11,362.50325,2.0912467681324243,1054,61,True,False,3,4,4,11,Loyal
ND-18460,Neil Ducich,Corporate,6,2893.455,443.33680000000004,36,0.0875,2015-02-06,2018-06-30,8,482.2425,15.322056157776778,1240,184,True,False,2,3,4,9,Potential
MT-17815,Meg Tillman,Consumer,6,2890.139,509.0068,31,0.12999999999999998,2016-11-06,2018-11-11,10,481.68983333333335,17.611844966626172,735,50,True,False,4,3,4,11,Loyal
BF-11020,Barry Franz̦sisch,Corporate,8,2888.506,302.02,78,0.2571428571428572,2015-02-15,2018-10-17,21,361.06325,10.455924273655654,1340,75,True,False,3,4,4,11,Loyal
DS-13180,David Smith,Corporate,9,2881.8128,163.6993,68,0.15350000000000003,2015-04-28,2018-12-07,20,320.2014222222222,5.680427958401739,1319,24,True,False,5,5,4,14,Champion
PV-18985,Paul Van Hugh,Home Office,5,2876.046,434.52840000000003,52,0.08461538461538462,2015-07-12,2018-10-02,13,575.2092,15.108534425388193,1178,90,True,False,3,2,4,9,Potential
IM-15055,Ionia McGrath,Consumer,3,2872.63,975.7701,19,0.1,2015-01-23,2017-11-16,4,957.5433333333334,33.967830872754234,1028,410,True,False,1,1,4,6,At Risk
CC-12430,Chuck Clark,Home Office,10,2870.05,424.6583,63,0.05789473684210527,2016-09-06,2018-12-30,18,287.005,14.796198672496994,845,1,True,False,5,5,4,14,Champion
CC-12685,Craig Carroll,Consumer,4,2854.1150000000002,850.1591,51,0.25,2015-03-22,2016-10-23,12,713.5287500000001,29.787135416757906,581,799,True,False,1,1,4,6,At Risk
AW-10930,Arthur Wiediger,Home Office,7,2852.968,-104.5486,68,0.30625,2015-07-14,2018-11-14,16,407.56685714285715,-3.6645556487139004,1219,47,True,False,4,3,4,11,Loyal
EA-14035,Erin Ashbrook,Corporate,13,2846.705,-52.74059999999998,87,0.3,2015-09-13,2018-07-31,24,218.97730769230768,-1.8526893373215694,1052,153,True,False,2,5,4,11,Loyal
LS-16945,Linda Southworth,Corporate,6,2845.27,-318.77369999999996,51,0.3071428571428571,2016-04-25,2018-07-05,14,474.21166666666664,-11.203636210271783,801,179,True,False,2,3,4,9,Potential
DB-12970,Darren Budd,Corporate,5,2839.2272,213.00289999999998,43,0.16571428571428573,2015-11-12,2018-05-03,14,567.8454399999999,7.502143541031164,903,242,True,False,1,2,4,7,Potential
JM-16195,Justin MacKendrick,Consumer,10,2833.9260000000004,754.1144,74,0.06315789473684212,2015-04-30,2018-11-03,19,283.3926,26.610236117668563,1283,58,True,False,3,5,4,12,Loyal
CV-12295,Christina VanderZanden,Consumer,5,2830.6279999999997,493.0861,54,0.07692307692307693,2015-03-28,2018-04-20,13,566.1256,17.419671535786406,1119,255,True,False,1,2,4,7,Potential
TS-21610,Troy Staebel,Consumer,7,2820.424,-294.6981,44,0.3727272727272727,2015-08-16,2018-11-05,11,402.9177142857143,-10.448716221390827,1177,56,True,False,3,4,4,11,Loyal
GH-14410,Gary Hansen,Home Office,9,2819.4669999999996,-576.8335,65,0.27058823529411763,2015-07-09,2018-10-16,17,313.2741111111111,-20.45895554017834,1195,76,True,False,3,5,4,12,Loyal
BG-11035,Barry Gonzalez,Consumer,8,2798.948,-711.4274,35,0.19166666666666665,2015-11-05,2018-12-02,12,349.8685,-25.4176712107549,1123,29,True,False,4,4,4,12,Loyal
TB-21625,Trudy Brown,Consumer,9,2797.668,379.882,60,0.14,2015-08-06,2018-11-30,15,310.85200000000003,13.578523255797329,1212,31,True,False,4,5,4,13,Champion
RD-19660,Robert Dilbeck,Home Office,5,2786.632,835.772,23,0.08,2016-04-12,2018-09-07,5,557.3264,29.99219129041797,878,115,True,False,2,2,4,8,Potential
JC-15775,John Castell,Consumer,9,2772.055,279.56919999999997,64,0.12187500000000001,2015-09-14,2018-07-25,16,308.00611111111107,10.085268870927885,1045,159,True,False,2,5,4,11,Loyal
PF-19165,Philip Fox,Consumer,6,2770.0,196.87389999999996,34,0.05,2015-09-20,2018-06-17,10,461.6666666666667,7.107361010830323,1001,197,True,False,2,3,4,9,Potential
EB-13870,Emily Burns,Consumer,10,2767.219,261.5315,41,0.29090909090909095,2015-05-05,2018-09-21,11,276.7219,9.45105898738047,1235,101,True,False,3,5,4,12,Loyal
CS-12250,Chris Selesnick,Corporate,12,2754.216,738.3626,97,0.05714285714285715,2015-01-13,2018-12-04,28,229.518,26.80844930099891,1421,27,True,False,5,5,4,14,Champion
MM-18055,Michelle Moray,Consumer,8,2749.881,-520.3443,73,0.21052631578947367,2015-04-11,2018-10-30,19,343.735125,-18.922429734232136,1298,62,True,False,3,4,3,10,Loyal
KB-16585,Ken Black,Corporate,12,2744.742,579.3551,102,0.10869565217391304,2015-04-04,2018-05-14,23,228.72850000000003,21.10781632663471,1136,231,True,False,1,5,3,9,Potential
LL-16840,Lauren Leatherbury,Consumer,6,2741.2039999999997,560.0078,50,0.016666666666666666,2015-04-29,2018-04-25,12,456.8673333333333,20.42926392928071,1092,250,True,False,1,3,3,7,Potential
MC-17275,Marc Crier,Consumer,8,2725.982,461.0014,54,0.13076923076923078,2015-09-08,2018-10-15,13,340.74775,16.911388263018612,1133,77,True,False,3,4,3,10,Loyal
JL-15850,John Lucas,Consumer,6,2725.256,779.9046,38,0.23636363636363636,2015-07-22,2017-04-25,11,454.2093333333333,28.617663808464233,643,615,True,False,1,3,3,7,Potential
ML-17395,Marina Lichtenstein,Corporate,9,2722.843,684.9162,72,0.17250000000000001,2015-02-14,2018-10-22,20,302.5381111111111,25.154450697304252,1346,70,True,False,3,5,3,11,Loyal
JK-15370,Jay Kimmel,Consumer,8,2709.632,330.2838,72,0.12352941176470589,2015-04-11,2018-11-16,16,338.704,12.189249315036136,1315,45,True,False,4,4,3,11,Loyal
JE-16165,Justin Ellison,Corporate,3,2697.248,789.6476,34,0.028571428571428574,2017-12-05,2018-12-10,7,899.0826666666667,29.276047289681927,370,21,True,False,5,1,3,9,Potential
BT-11530,Bradley Talbott,Home Office,5,2684.4919999999997,409.4983,44,0.1,2015-05-21,2018-09-30,10,536.8983999999999,15.254219420285104,1228,92,True,False,3,2,3,8,Potential
BO-11350,Bill Overfelt,Corporate,5,2682.728,278.77700000000004,43,0.2333333333333333,2017-01-03,2018-08-15,12,536.5456,10.391549199173381,589,138,True,False,2,2,3,7,Potential
FO-14305,Frank Olsen,Consumer,10,2678.438,215.59689999999998,60,0.22,2015-06-09,2018-11-22,14,267.8438,8.049351898382563,1262,39,True,False,4,5,3,12,Loyal
NH-18610,Nicole Hansen,Corporate,7,2673.29,760.1666,52,0.05454545454545456,2015-03-02,2018-06-24,11,381.8985714285714,28.43562052751479,1210,190,True,False,2,4,3,9,Potential
RB-19435,Richard Bierner,Consumer,8,2663.0860000000002,477.23990000000003,66,0.1625,2015-03-11,2018-12-11,16,332.88575000000003,17.920559080705615,1371,20,True,False,5,4,3,12,Loyal
EJ-14155,Eva Jacobs,Consumer,5,2656.691,451.87550000000005,31,0.0625,2015-03-03,2018-11-03,8,531.3381999999999,17.008959641900397,1341,58,True,False,3,2,3,8,Potential
DK-13090,Dave Kipp,Consumer,7,2650.557,536.3935,33,0.13846153846153847,2016-03-02,2018-11-18,13,378.65099999999995,20.23701056042183,991,43,True,False,4,3,3,10,Loyal
CA-12265,Christina Anderson,Consumer,9,2648.2872,279.6183,65,0.18941176470588236,2015-03-25,2018-11-04,17,294.25413333333336,10.55845831222535,1320,57,True,False,3,5,3,11,Loyal
LC-17140,Logan Currie,Consumer,9,2633.582,231.12520000000004,62,0.18421052631578946,2015-09-09,2018-12-17,18,292.6202222222222,8.776077600773396,1195,14,True,False,5,5,3,13,Champion
RA-19285,Ralph Arnett,Consumer,9,2617.906,546.0882,58,0.1647058823529412,2015-12-13,2018-12-25,17,290.8784444444444,20.859732931587306,1108,6,True,False,5,5,3,13,Champion
KN-16390,Katherine Nockton,Corporate,9,2617.272,-151.1518,56,0.21764705882352942,2015-12-02,2018-12-11,17,290.808,-5.775165897927308,1105,20,True,False,5,5,3,13,Champion
SO-20335,Sean O'Donnell,Consumer,6,2602.5755,-81.0858,52,0.1366666666666667,2016-10-11,2018-12-01,15,433.76258333333334,-3.1155983755322376,781,30,True,False,4,3,3,10,Loyal
SU-20665,Stephanie Ulpright,Home Office,7,2595.364,763.4719,61,0.13333333333333333,2016-12-05,2018-12-10,18,370.76628571428574,29.416756185259562,735,21,True,False,5,4,3,12,Loyal
HA-14920,Helen Andreada,Consumer,8,2584.158,99.1445,72,0.2,2015-10-11,2018-12-10,18,323.01975,3.836626862598959,1156,21,True,False,5,4,3,12,Loyal
AG-10270,Alejandro Grove,Consumer,5,2582.898,732.7399,58,0.014285714285714287,2015-05-13,2018-03-27,14,516.5796,28.36890577947716,1049,279,True,False,1,2,3,6,At Risk
LC-16870,Lena Cacioppo,Consumer,8,2580.7039999999997,-188.25110000000004,113,0.24000000000000002,2016-05-03,2018-12-03,29,322.58799999999997,-7.294563808945158,944,28,True,False,4,4,3,11,Loyal
SC-20695,Steve Chapman,Corporate,10,2576.408,611.8291,66,0.15714285714285717,2015-12-16,2018-10-02,14,257.6408,23.747368429223943,1021,90,True,False,3,5,3,11,Loyal
NS-18505,Neola Schneider,Consumer,4,2575.863,-12.303999999999997,52,0.20666666666666667,2017-11-24,2018-12-24,15,643.96575,-0.4776651553285247,395,7,True,False,5,2,3,10,Loyal
BT-11305,Beth Thompson,Home Office,5,2567.656,417.5918,33,0.044444444444444446,2015-04-25,2018-01-28,9,513.5312,16.26354153360107,1009,337,True,False,1,2,3,6,At Risk
EM-13810,Eleni McCrary,Corporate,5,2567.0099999999998,-133.8275,23,0.14285714285714285,2016-06-07,2018-08-20,7,513.4019999999999,-5.213361069882859,804,133,True,False,2,2,3,7,Potential
MZ-17515,Mary Zewe,Corporate,6,2564.906,787.7503,39,0.27999999999999997,2015-04-04,2018-03-23,10,427.4843333333333,30.7126382019458,1084,283,True,False,1,3,3,7,Potential
BS-11755,Bruce Stewart,Consumer,7,2562.382,-113.29840000000003,45,0.13214285714285715,2015-05-18,2018-12-29,14,366.0545714285714,-4.4216045851087005,1321,2,True,False,5,3,3,11,Loyal
DE-13255,Deanra Eno,Home Office,5,2550.874,464.47139999999996,38,0.1111111111111111,2015-08-22,2017-01-11,9,510.17479999999995,18.208323892124817,508,719,True,False,1,2,3,6,At Risk
CC-12610,Corey Catlett,Corporate,7,2540.631,331.434,39,0.27499999999999997,2015-08-27,2018-11-26,12,362.94728571428567,13.045341885539461,1187,35,True,False,4,3,3,10,Loyal
AC-10615,Ann Chong,Corporate,5,2537.6859999999997,298.8273,59,0.1111111111111111,2016-09-15,2018-12-24,18,507.5371999999999,11.775582164223627,830,7,True,False,5,2,3,10,Loyal
CM-12160,Charles McCrossin,Consumer,6,2533.314,-394.3686,23,0.24285714285714285,2017-10-21,2018-12-04,7,422.219,-15.567300382029234,409,27,True,False,5,3,3,11,Loyal
HF-14995,Herbert Flentye,Consumer,7,2533.1639999999998,-13.876799999999989,70,0.13157894736842105,2015-05-26,2018-12-09,19,361.8805714285714,-0.5478050374946111,1293,22,True,False,5,4,3,12,Loyal
FM-14380,Fred McMath,Consumer,9,2523.266,191.4898,53,0.15714285714285717,2016-07-12,2018-08-07,14,280.3628888888889,7.588966046385915,756,146,True,False,2,5,3,10,Loyal
JB-16045,Julia Barnett,Home Office,5,2518.115,201.51850000000002,32,0.1888888888888889,2016-05-03,2018-12-23,9,503.62299999999993,8.002752058583505,964,8,True,False,5,2,3,10,Loyal
JS-16030,Joy Smith,Consumer,6,2516.494,-311.25749999999994,70,0.18333333333333332,2015-02-27,2018-12-02,18,419.4156666666667,-12.368696289361306,1374,29,True,False,4,3,3,10,Loyal
DJ-13510,Don Jones,Corporate,8,2501.6879999999996,345.2521,52,0.06923076923076923,2015-08-17,2018-11-12,13,312.71099999999996,13.800765722983844,1183,49,True,False,4,4,3,11,Loyal
AH-10465,Amy Hunt,Consumer,5,2495.3916,-196.12009999999998,35,0.14,2016-01-03,2018-05-14,8,499.07831999999996,-7.859291503586049,862,231,True,False,1,2,3,6,At Risk
PO-18865,Patrick O'Donnell,Consumer,7,2493.214,437.8533,54,0.04615384615384616,2015-03-23,2018-12-30,13,356.1734285714286,17.56180175468291,1378,1,True,False,5,4,3,12,Loyal
NZ-18565,Nick Zandusky,Home Office,9,2488.31,402.4236,77,0.175,2015-08-02,2018-10-06,19,276.4788888888889,16.17256692293163,1161,86,True,False,3,5,3,11,Loyal
MN-17935,Michael Nguyen,Consumer,6,2477.946,290.8227,36,0.26,2015-02-16,2018-11-26,10,412.991,11.736442198498272,1379,35,True,False,4,3,3,10,Loyal
BP-11290,Beth Paige,Consumer,7,2475.157,-319.0637,51,0.3,2015-10-03,2018-12-18,16,353.5938571428572,-12.890644916665892,1172,13,True,False,5,3,3,11,Loyal
CC-12145,Charles Crestani,Consumer,7,2471.65,392.2825,31,0.08181818181818182,2015-07-20,2018-09-15,11,353.09285714285716,15.871280318815367,1153,107,True,False,2,3,3,8,Potential
NC-18340,Nat Carroll,Consumer,5,2461.404,580.3075,54,0.0411764705882353,2015-03-30,2018-05-20,17,492.2808,23.576280041797286,1147,225,True,False,2,2,3,7,Potential
FM-14215,Filia McAdams,Corporate,10,2456.638,249.6808,48,0.09333333333333334,2015-03-11,2018-12-23,15,245.66379999999998,10.163516155005336,1383,8,True,False,5,5,3,13,Champion
MH-17455,Mark Hamilton,Consumer,8,2456.1820000000002,484.77330000000006,45,0.16363636363636364,2015-07-11,2018-10-06,11,307.02275000000003,19.736863962035386,1183,86,True,False,3,4,3,10,Loyal
BS-11590,Brendan Sweed,Corporate,6,2454.928,381.7807,41,0.3,2015-01-14,2018-11-25,10,409.1546666666666,15.551604772115518,1411,36,True,False,4,3,3,10,Loyal
VM-21685,Valerie Mitchum,Home Office,7,2454.866,513.5269,37,0.10000000000000002,2015-04-07,2018-11-06,12,350.69514285714286,20.918734464528814,1309,55,True,False,3,4,3,10,Loyal
GZ-14545,George Zrebassa,Corporate,4,2454.6220000000003,828.661,25,0.04,2015-09-28,2018-07-26,5,613.6555000000001,33.75921017574192,1032,158,True,False,2,1,3,6,At Risk
MA-17995,Michelle Arnett,Home Office,6,2453.284,280.7822,42,0.041666666666666664,2015-09-20,2018-06-27,12,408.8806666666667,11.445156777609114,1011,187,True,False,2,3,3,8,Potential
BP-11095,Bart Pistole,Corporate,12,2442.044,433.9751,70,0.165,2015-06-07,2018-12-13,19,203.50366666666665,17.770977918497785,1285,18,True,False,5,5,3,13,Champion
MC-17590,Matt Collister,Corporate,6,2426.067,288.98409999999996,47,0.17058823529411765,2015-05-20,2018-11-09,17,404.3445,11.911628986338792,1269,52,True,False,4,3,3,10,Loyal
TH-21100,Thea Hendricks,Consumer,5,2422.824,-135.2125,29,0.17142857142857146,2015-09-27,2018-01-20,7,484.5648,-5.580780939927952,846,345,True,False,1,3,3,7,Potential
MH-17290,Marc Harrigan,Home Office,6,2394.025,28.761200000000038,55,0.18846153846153849,2015-04-26,2018-09-02,13,399.00416666666666,1.2013742546548194,1225,120,True,False,2,3,3,8,Potential
DF-13135,David Flashing,Consumer,3,2390.534,-259.3097,23,0.2833333333333334,2015-10-04,2017-01-30,6,796.8446666666667,-10.847354607798927,484,700,True,False,1,1,3,5,At Risk
XP-21865,Xylona Preis,Consumer,11,2374.658,621.23,100,0.04642857142857143,2015-01-20,2018-11-17,28,215.878,26.160819789628654,1397,44,True,False,4,5,3,12,Loyal
CK-12595,Clytie Kelty,Consumer,11,2372.75,497.70980000000003,108,0.184,2015-12-26,2018-11-17,24,215.70454545454547,20.976074175534716,1057,44,True,False,4,5,3,12,Loyal
JF-15415,Jennifer Ferguson,Consumer,6,2371.448,635.6376,69,0.07142857142857142,2015-06-17,2018-12-28,14,395.24133333333333,26.80377558352534,1290,3,True,False,5,3,3,11,Loyal
CV-12805,Cynthia Voltz,Corporate,9,2370.3136,98.99749999999999,62,0.2431578947368421,2017-05-09,2018-12-25,19,263.36817777777776,4.176557059791581,595,6,True,False,5,5,3,13,Champion
NR-18550,Nick Radford,Consumer,5,2367.277,-25.148799999999966,37,0.22307692307692306,2015-06-07,2018-06-03,13,473.4554,-1.0623513851568687,1092,211,True,False,2,2,3,7,Potential
JG-15115,Jack Garza,Consumer,3,2358.676,684.1911,20,0.24285714285714288,2015-09-21,2016-12-03,7,786.2253333333333,29.00742196045578,439,758,True,False,1,1,3,5,At Risk
AG-10495,Andrew Gjertsen,Corporate,8,2356.855,295.6668,93,0.20476190476190476,2016-01-04,2018-10-13,21,294.606875,12.544972007187546,1013,79,True,False,3,4,3,10,Loyal
CL-12700,Craig Leslie,Home Office,5,2353.586,229.00990000000002,34,0.1875,2017-04-24,2018-09-16,8,470.71719999999993,9.73025417384366,510,106,True,False,2,2,3,7,Potential
MG-17680,Maureen Gastineau,Home Office,4,2350.188,25.888599999999972,25,0.225,2015-10-22,2018-09-29,10,587.547,1.101554428837181,1073,93,True,False,3,2,3,8,Potential
RF-19735,Roland Fjeld,Consumer,7,2341.2960000000003,711.6168,53,0.014285714285714287,2015-08-06,2018-10-02,14,334.4708571428572,30.39414068105869,1153,90,True,False,3,4,3,10,Loyal
EM-13825,Elizabeth Moffitt,Corporate,8,2339.598,682.5541999999999,57,0.0625,2015-12-02,2018-11-05,16,292.44975,29.173994848687677,1069,56,True,False,3,4,3,10,Loyal
DB-13210,Dean Braden,Consumer,10,2332.577,169.9679,75,0.18571428571428572,2016-03-22,2018-12-21,21,233.25770000000003,7.28670050334887,1004,10,True,False,5,5,3,13,Champion
CM-12235,Chris McAfee,Consumer,5,2305.712,365.0387,28,0.07500000000000001,2017-05-01,2017-12-10,8,461.1424,15.831929573164386,223,386,True,False,1,2,3,6,At Risk
MK-17905,Michael Kennedy,Corporate,8,2302.368,-405.3559,73,0.3,2015-11-18,2018-12-02,17,287.796,-17.60604299573309,1110,29,True,False,4,4,3,11,Loyal
LH-16900,Lena Hernandez,Consumer,9,2295.332,526.0727,64,0.12666666666666665,2015-08-19,2018-12-09,15,255.03688888888888,22.91924218370153,1208,22,True,False,5,5,3,13,Champion
KN-16705,Kristina Nunn,Home Office,8,2280.58,329.76250000000005,55,0.12000000000000001,2015-03-02,2018-09-23,15,285.0725,14.459589227301828,1301,99,True,False,3,4,3,10,Loyal
JF-15190,Jamie Frazer,Consumer,7,2279.5860000000002,575.1259,72,0.12105263157894736,2015-11-15,2018-10-26,19,325.6551428571429,25.229401303570032,1076,66,True,False,3,4,3,10,Loyal
FH-14350,Fred Harton,Consumer,4,2271.284,706.289,52,0.10714285714285714,2016-08-23,2018-06-01,14,567.821,31.096463498179883,647,213,True,False,2,1,3,6,At Risk
CC-12670,Craig Carreira,Consumer,7,2269.7015,187.8399,47,0.16785714285714287,2015-12-23,2018-12-01,14,324.24307142857145,8.275973734872185,1074,30,True,False,4,3,3,10,Loyal
BE-11410,Bobby Elias,Consumer,5,2261.438,755.9150999999999,19,0.16,2017-02-07,2018-09-23,5,452.2876,33.42630220240395,593,99,True,False,3,2,3,8,Potential
KM-16225,Kalyca Meade,Corporate,6,2260.958,635.1057000000001,72,0.021052631578947368,2016-07-06,2018-12-16,19,376.82633333333337,28.09011489819802,893,15,True,False,5,3,3,11,Loyal
MC-17605,Matt Connell,Corporate,8,2258.192,195.4486,60,0.2222222222222222,2015-03-19,2018-09-09,18,282.274,8.655092215365212,1270,113,True,False,2,4,3,9,Potential
JH-16180,Justin Hirsh,Consumer,4,2256.3940000000002,-96.95300000000002,28,0.22000000000000003,2016-05-25,2017-11-21,5,564.0985000000001,-4.29681163839294,545,405,True,False,1,1,3,5,At Risk
MY-17380,Maribeth Yedwab,Corporate,7,2254.285,319.1211,49,0.3076923076923077,2016-10-26,2018-12-01,13,322.0407142857143,14.15620030297855,766,30,True,False,4,4,3,11,Loyal
KD-16615,Ken Dana,Corporate,5,2243.5099999999998,539.7219,56,0.1076923076923077,2016-09-13,2018-03-16,13,448.70199999999994,24.05703116990787,549,290,True,False,1,2,3,6,At Risk
TS-21505,Tony Sayre,Consumer,6,2243.274,11.377899999999983,54,0.19285714285714287,2015-12-20,2018-12-19,14,373.87899999999996,0.507200636212963,1095,12,True,False,5,3,3,11,Loyal
JG-15310,Jason Gross,Corporate,6,2240.58,3.7976000000000063,46,0.2545454545454545,2017-03-03,2018-12-28,11,373.43,0.16949182800881943,665,3,True,False,5,3,3,11,Loyal
LW-16825,Laurel Workman,Corporate,5,2238.061,32.5767,50,0.20666666666666667,2015-05-30,2018-10-03,15,447.61220000000003,1.4555769480813974,1222,89,True,False,3,2,3,8,Potential
AR-10405,Allen Rosenblatt,Corporate,5,2236.128,-98.7646,29,0.09999999999999999,2015-10-03,2018-08-27,7,447.22560000000004,-4.416768628629488,1059,126,True,False,2,2,3,7,Potential
GG-14650,Greg Guthrie,Corporate,9,2224.0,12.698500000000008,92,0.15,2015-10-31,2018-11-17,24,247.11111111111111,0.5709757194244608,1113,44,True,False,4,5,3,12,Loyal
NC-18415,Nathan Cano,Consumer,6,2218.9900000000002,-2204.8072,38,0.2642857142857143,2015-05-03,2018-11-19,14,369.8316666666667,-99.36084434810432,1296,42,True,False,4,3,3,10,Loyal
MC-18100,Mick Crebagga,Consumer,10,2218.98,-64.1668,73,0.26842105263157895,2015-06-18,2018-11-19,19,221.898,-2.8917250268141217,1250,42,True,False,4,5,3,12,Loyal
DP-13105,Dave Poirier,Corporate,8,2215.002,563.1761,63,0.1142857142857143,2016-08-22,2018-12-24,14,276.87525,25.42553460448343,854,7,True,False,5,4,3,12,Loyal
PF-19225,Phillip Flathmann,Consumer,5,2206.1279999999997,591.3118000000001,32,0.06000000000000001,2017-06-26,2018-09-07,10,441.22559999999993,26.80315013453436,438,115,True,False,2,2,3,7,Potential
MH-17785,Maya Herman,Corporate,7,2203.7780000000002,238.5614,42,0.07272727272727274,2015-05-27,2018-09-23,11,314.82542857142863,10.825110333254981,1215,99,True,False,3,4,3,10,Loyal
JL-15235,Janet Lee,Consumer,5,2203.7,54.51740000000002,39,0.22000000000000003,2015-05-25,2018-09-02,10,440.73999999999995,2.4739029813495494,1196,120,True,False,2,2,3,7,Potential
JR-16210,Justin Ritter,Corporate,5,2201.686,452.37300000000005,41,0.22000000000000003,2016-09-18,2018-11-27,10,440.33720000000005,20.546662875632585,800,34,True,False,4,2,3,9,Potential
EN-13780,Edward Nazzal,Consumer,4,2199.366,496.1131,27,0.044444444444444446,2016-05-30,2018-03-18,9,549.8415,22.557095999483487,657,288,True,False,1,1,3,5,At Risk
TB-21280,Toby Braunhardt,Consumer,6,2198.45,490.9567,35,0.1,2015-06-21,2017-05-26,11,366.4083333333333,22.33194750847188,705,584,True,False,1,3,3,7,Potential
GW-14605,Giulietta Weimer,Consumer,7,2189.019,-268.54229999999995,43,0.15555555555555556,2015-03-01,2018-12-02,9,312.717,-12.267700737179531,1372,29,True,False,4,3,3,10,Loyal
BT-11395,Bill Tyler,Corporate,6,2186.6130000000003,257.9163,38,0.15,2015-10-28,2018-03-03,10,364.43550000000005,11.795242230792551,857,303,True,False,1,3,3,7,Potential
PS-18760,Pamela Stobb,Consumer,6,2181.479,-134.441,75,0.22380952380952382,2015-06-15,2018-09-14,21,363.5798333333333,-6.162837231071214,1187,108,True,False,2,3,3,8,Potential
SH-20395,Shahid Hopkins,Consumer,10,2180.718,-144.5229,45,0.23333333333333334,2015-11-02,2018-12-07,15,218.0718,-6.627308070094346,1131,24,True,False,5,5,3,13,Champion
KN-16450,Kean Nguyen,Corporate,5,2171.962,114.3083,49,0.28125,2015-04-12,2018-11-08,8,434.3924,5.262905152115921,1306,53,True,False,4,2,3,9,Potential
DB-12910,Daniel Byrd,Home Office,8,2171.599,431.3748,47,0.15416666666666667,2015-10-24,2018-12-09,12,271.449875,19.86438564394255,1142,22,True,False,5,4,3,12,Loyal
RP-19855,Roy Phan,Corporate,8,2170.716,594.5868,61,0.13333333333333333,2015-04-05,2018-12-02,15,271.3395,27.39127550540928,1337,29,True,False,4,4,3,11,Loyal
TS-21160,Theresa Swint,Corporate,6,2163.6240000000003,260.87440000000004,60,0.22352941176470587,2015-04-23,2017-08-13,17,360.60400000000004,12.057289066861895,843,505,True,False,1,3,3,7,Potential
HA-14905,Helen Abelman,Consumer,7,2163.3,270.8574,45,0.22999999999999998,2015-06-30,2018-10-22,10,309.04285714285714,12.520565802246567,1210,70,True,False,3,3,3,9,Potential
EJ-13720,Ed Jacobs,Consumer,4,2162.174,387.0176,31,0.175,2015-01-27,2018-03-03,8,540.5435,17.899466000423647,1131,303,True,False,1,1,3,5,At Risk
NM-18520,Neoma Murray,Consumer,10,2161.979,788.9525000000001,60,0.26,2016-09-08,2018-04-30,14,216.19789999999998,36.492144465788066,599,245,True,False,1,5,3,9,Potential
JD-15790,John Dryer,Consumer,5,2152.352,-266.55249999999995,26,0.17142857142857146,2016-04-02,2018-09-04,7,430.4704,-12.384242911940053,885,118,True,False,2,2,3,7,Potential
CR-12580,Clay Rozendal,Home Office,4,2148.852,74.40129999999999,32,0.13333333333333333,2017-04-18,2018-11-03,6,537.213,3.462374328245966,564,58,True,False,3,1,3,7,Potential
DN-13690,Duane Noonan,Consumer,7,2139.79,540.5405000000001,41,0.018181818181818184,2015-09-20,2018-05-27,11,305.6842857142857,25.261380789703665,980,218,True,False,2,3,3,8,Potential
KC-16255,Karen Carlisle,Corporate,6,2120.954,846.1217,40,0.02,2015-09-08,2017-11-18,10,353.49233333333336,39.893448891395096,802,408,True,False,1,3,3,7,Potential
SH-20635,Stefanie Holloman,Corporate,2,2096.392,260.6258,16,0.2,2015-12-16,2016-11-26,2,1048.196,12.432111933264393,346,765,True,False,1,1,3,5,At Risk
LC-17050,Liz Carlisle,Consumer,5,2095.064,86.77799999999999,43,0.27222222222222225,2015-01-31,2018-11-06,9,419.01279999999997,4.142021437053951,1375,55,True,False,3,2,3,8,Potential
RH-19600,Rob Haberlin,Consumer,3,2085.7400000000002,172.6261,43,0.10909090909090909,2016-07-02,2017-07-14,11,695.2466666666668,8.27649179667648,377,535,True,False,1,1,3,5,At Risk
